arch_id,train_loss,train_accuracy,train_per_time,train_all_time,test_loss,test_accuracy,max_test_accuracy,test_per_time,test_all_time,best_epoch
0,0.5184910264015198,84.19999694824219,0.1954343318939209,13.680403232574463,2.5068629215240477,29.94,29.98,,,66
1,0.02700941652059555,100.0,0.2513129302433559,17.591905117034912,2.896122899246216,34.94,34.94,,,69
2,0.5557485971450805,84.79999694824218,0.24661354337419783,17.262948036193848,2.5546604104995727,29.08,30.11,,,34
3,0.0294576059281826,100.0,0.1733706474304199,12.135945320129395,2.9677926958084107,31.76,31.76,,,69
4,0.8329746079444885,75.79999914550781,0.19015778132847377,13.311044692993164,2.636282032585144,25.09,25.09,,,69
5,0.015894290670752525,100.0,0.2299546786717006,16.096827507019043,3.370394240951538,31.83,32.78,,,47
6,0.015671329110860825,100.0,0.255940352167402,17.91582465171814,3.0573250259399414,32.61,33.06,,,30
7,0.015408249780535697,100.0,0.22687629972185408,15.881340980529785,3.0784967121124267,32.82,32.82,,,69
8,0.015808373793959617,100.0,0.2139181682041713,14.974271774291992,2.9215944873809816,33.73,34.49,,,52
9,0.024182013869285583,100.0,0.2006317411150251,14.044221878051758,2.7937445709228514,32.48,32.6,,,57
10,2.302585584640503,9.99999998474121,0.25059502124786376,17.541651487350464,2.3025854217529296,10.0,10.0,,,0
11,0.3472078700065613,88.99999945068359,0.2686736481530326,18.80715537071228,2.805226581954956,29.52,31.0,,,47
12,2.302585678100586,9.999999885559083,0.20237220355442592,14.166054248809814,2.302585386657715,10.0,10.0,,,0
13,0.06194475856423378,99.40000012207031,0.23064201218741281,16.144940853118896,3.266347048187256,27.67,28.8,,,33
14,0.02233596873283386,100.0,0.23930132389068604,16.751092672348022,3.5240461280822752,28.43,28.43,,,69
15,1.7357592191696167,37.39999993896485,0.17352843625204903,12.146990537643433,2.1074713306427,23.11,23.29,,,61
16,0.009898412495851517,100.0,0.21961193084716796,15.372835159301758,3.2239781913757324,30.81,31.57,,,25
17,0.018074239552021025,100.0,0.21532723903656006,15.072906732559204,3.175789199066162,32.89,33.8,,,32
18,0.03385576122999191,100.0,0.2486633505140032,17.406434535980225,3.22076725769043,31.99,34.0,,,46
19,0.0356256508231163,100.0,0.25332788739885603,17.732952117919922,3.1662378898620607,32.1,32.18,,,64
20,0.04372526329755783,100.0,0.23804855687277657,16.66339898109436,2.6506521690368654,33.35,33.35,,,69
21,0.024640904262661936,100.0,0.22905001299721853,16.033500909805298,3.05363370513916,28.11,28.78,,,53
22,0.03563730084896088,100.0,0.22839148385184152,15.987403869628906,3.340677713775635,31.11,32.17,,,50
23,0.11500790244340897,98.80000048828126,0.2746319021497454,19.224233150482178,3.0035268047332764,31.2,31.38,,,64
24,0.5261704225540161,85.4000004272461,0.18636834621429443,13.04578423500061,2.4841091016769408,31.32,31.49,,,59
25,0.0294576059281826,100.0,0.16841271604810443,11.78889012336731,2.9677926958084107,31.76,31.76,,,69
26,0.009444308191537857,100.0,0.2365515947341919,16.558611631393433,2.8455620193481446,31.52,31.63,,,54
27,0.06103102615475654,99.8,0.21996005603245328,15.397203922271729,2.91111169090271,30.2,30.25,,,50
28,0.4163477349281311,88.7999994506836,0.1881577559879848,13.171042919158936,2.7150513696670533,30.46,30.46,,,69
29,0.0534980118572712,100.0,0.21398272173745292,14.978790521621704,3.2636780052185057,33.07,33.13,,,61
30,0.11584607702493667,98.60000036621093,0.1937433992113386,13.562037944793701,3.52640563621521,24.78,24.78,,,69
31,0.030995354175567626,100.0,0.2196660143988473,15.376621007919312,3.213750243759155,31.11,31.42,,,57
32,0.010425003319978714,100.0,0.20618575981685094,14.433003187179565,2.869766355705261,34.63,34.87,,,46
33,0.06446579372882844,99.6,0.23302551337650845,16.31178593635559,2.776564151382446,29.91,29.94,,,68
34,0.07164959990978241,99.60000012207031,0.21865336894989013,15.30573582649231,3.0210613029479982,28.59,28.99,,,63
35,0.15491771018505096,98.20000024414063,0.2170426300593785,15.192984104156494,3.0512264343261717,27.84,27.84,,,69
36,0.027333229765295983,100.0,0.2502193008150373,17.515351057052612,2.975811181640625,35.17,35.44,,,63
37,0.015897319957613947,100.0,0.1876173870904105,13.133217096328735,3.0371886528015137,31.56,31.9,,,34
38,0.1678045049905777,97.79999700927735,0.24592456477028982,17.214719533920288,3.356191185951233,24.78,24.78,,,69
39,0.014191893488168716,100.0,0.19472572803497315,13.63080096244812,2.875093989562988,31.39,31.39,,,69
40,0.244782696723938,98.40000048828125,0.21614383288792202,15.130068302154541,3.0347829727172853,25.95,26.38,,,54
41,0.02747855758666992,100.0,0.22934790338788713,16.0543532371521,2.7006308893203737,29.09,29.95,,,27
